tweet_id,timestamp,name,rating,favorite_count,retweet_count,followers_count,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,stage
890240255349198849,2017-07-26 15:59:51+00:00,Cassie,14,29596,6610,8824238,1,Pembroke,0.511319,True,Cardigan,0.451038,True,Chihuahua,0.0292482,True,doggo
757393109802180609,2016-07-25 01:52:43+00:00,,10,5784,1723,8824230,2,Labrador_retriever,0.787125,True,Chesapeake_Bay_retriever,0.112676,True,Rottweiler,0.0480386,True,doggo
758828659922702336,2016-07-29 00:57:05+00:00,,13,11175,3818,8824230,1,Chesapeake_Bay_retriever,0.480048,True,vizsla,0.264522,True,Weimaraner,0.12184,True,doggo
759793422261743616,2016-07-31 16:50:42+00:00,Maggie,12,5930,1894,8824230,2,golden_retriever,0.985876,True,Labrador_retriever,0.00194777,True,kuvasz,0.00175174,True,doggo
760893934457552897,2016-08-03 17:43:45+00:00,Wishes,11,3809,970,8824230,1,Blenheim_spaniel,0.113992,True,cocker_spaniel,0.10578,True,borzoi,0.0739345,True,doggo
767191397493538821,2016-08-21 02:47:37+00:00,,13,12300,3751,8824231,1,patio,0.708665,False,boathouse,0.110056,False,pier,0.039532300000000006,False,doggo
768193404517830656,2016-08-23 21:09:14+00:00,Gerald,8,10866,3532,8824231,1,lion,0.396984,False,ram,0.30085100000000004,False,cheetah,0.094474,False,doggo
756526248105566208,2016-07-22 16:28:07+00:00,,13,10364,3553,8824230,1,geyser,0.991273,False,volcano,0.00467251,False,fountain,0.00123403,False,doggo
775364825476165632,2016-09-12 16:05:54+00:00,Finley,11,7419,2973,8824231,3,beagle,0.571229,True,Chihuahua,0.175257,True,Pembroke,0.034306300000000005,True,doggo
782305867769217024,2016-10-01 19:47:08+00:00,Sampson,12,16745,5598,8824232,1,briard,0.5044270000000001,True,soft-coated_wheaten_terrier,0.390678,True,Lhasa,0.0345955,True,doggo
782747134529531904,2016-10-03 01:00:34+00:00,Deacon,11,7513,1417,8824232,1,golden_retriever,0.560699,True,otterhound,0.199482,True,clumber,0.0406818,True,doggo
785639753186217984,2016-10-11 00:34:48+00:00,Pinot,10,7916,2254,8824232,1,porcupine,0.978042,False,sea_urchin,0.0061063,False,echidna,0.00544197,False,doggo
786363235746385920,2016-10-13 00:29:39+00:00,Rizzo,13,10974,3528,8824232,1,golden_retriever,0.929266,True,Labrador_retriever,0.0628667,True,Saluki,0.00215669,True,doggo
795464331001561088,2016-11-07 03:14:10+00:00,,13,50060,23848,8824234,1,golden_retriever,0.193082,True,Chesapeake_Bay_retriever,0.157927,True,soft-coated_wheaten_terrier,0.124684,True,doggo
796484825502875648,2016-11-09 22:49:15+00:00,,12,7654,1778,8824234,1,cocker_spaniel,0.116924,True,seat_belt,0.107511,False,Australian_terrier,0.0998434,True,doggo
775733305207554048,2016-09-13 16:30:07+00:00,Anakin,11,13917,3993,8824231,1,long-horned_beetle,0.6138520000000001,False,ox,0.0294728,False,rhinoceros_beetle,0.0278061,False,doggo
755206590534418437,2016-07-19 01:04:16+00:00,one,14,16352,5322,8824230,1,web_site,0.906673,False,printer,0.00860027,False,carton,0.00453319,False,doggo
752682090207055872,2016-07-12 01:52:49+00:00,,10,5972,1580,8824230,2,German_shepherd,0.299966,True,Eskimo_dog,0.278355,True,Siberian_husky,0.17852,True,doggo
752660715232722944,2016-07-12 00:27:52+00:00,,10,4357,1544,8824230,2,goose,0.339324,False,English_setter,0.0505118,True,basset,0.049093300000000006,True,doggo
716080869887381504,2016-04-02 01:52:38+00:00,,11,6649,1858,8824229,1,golden_retriever,0.638625,True,chow,0.254717,True,Tibetan_mastiff,0.0717317,True,doggo
719991154352222208,2016-04-12 20:50:42+00:00,,10,4749,1705,8824230,2,golden_retriever,0.605304,True,cocker_spaniel,0.130948,True,Labrador_retriever,0.0946916,True,doggo
724771698126512129,2016-04-26 01:26:53+00:00,,11,2306,624,8824230,2,German_short-haired_pointer,0.835491,True,bluetick,0.058788,True,English_setter,0.0372083,True,doggo
727644517743104000,2016-05-03 23:42:26+00:00,,13,5763,1712,8824230,2,Great_Pyrenees,0.457164,True,kuvasz,0.39171,True,Labrador_retriever,0.0945226,True,doggo
732375214819057664,2016-05-17 01:00:32+00:00,Kyle,11,7948,2468,8824230,1,tennis_ball,0.998673,False,basset,0.000547053,True,golden_retriever,0.00035998,True,doggo
733109485275860992,2016-05-19 01:38:16+00:00,,12,49432,16539,8824230,1,golden_retriever,0.945523,True,Labrador_retriever,0.0423191,True,doormat,0.00395626,False,doggo
739238157791694849,2016-06-04 23:31:25+00:00,,13,114238,56996,8824229,1,Eskimo_dog,0.503372,True,Siberian_husky,0.390413,True,malamute,0.08090119999999999,True,doggo
741067306818797568,2016-06-10 00:39:48+00:00,just,12,9394,3049,8824229,1,golden_retriever,0.843799,True,Labrador_retriever,0.0529559,True,kelpie,0.0357111,True,doggo
744234799360020481,2016-06-18 18:26:18+00:00,,13,154474,76708,8824230,1,Labrador_retriever,0.825333,True,ice_bear,0.044680800000000014,False,whippet,0.0184422,True,doggo
745433870967832576,2016-06-22 01:50:58+00:00,Lenox,10,7004,2505,8824230,1,barrow,0.999962,False,basset,1.44895e-05,True,wok,6.060880000000002e-06,False,doggo
748692773788876800,2016-07-01 01:40:41+00:00,his,10,4210,1319,8824230,1,ox,0.337871,False,plow,0.269287,False,oxcart,0.245653,False,doggo
748932637671223296,2016-07-01 17:33:49+00:00,Divine,13,5760,2218,8824230,1,borzoi,0.742912,True,wire-haired_fox_terrier,0.204082,True,English_setter,0.0210323,True,doggo
750011400160841729,2016-07-04 17:00:26+00:00,Piper,11,3227,898,8824230,1,muzzle,0.23762,False,Boston_bull,0.0871498,True,sombrero,0.0685099,False,doggo
751583847268179968,2016-07-09 01:08:47+00:00,,5,4361,1090,8824230,1,dalmatian,0.8683040000000001,True,studio_couch,0.059623,False,snow_leopard,0.0138763,False,doggo
752334515931054080,2016-07-11 02:51:40+00:00,,8,3787,1084,8824230,1,Bedlington_terrier,0.399163,True,standard_poodle,0.08642489999999999,True,wire-haired_fox_terrier,0.07523110000000001,True,doggo
799757965289017345,2016-11-18 23:35:32+00:00,Sobe,13,8484,2189,8824234,1,Border_collie,0.442534,True,collie,0.288684,True,Shetland_sheepdog,0.196399,True,doggo
800018252395122689,2016-11-19 16:49:49+00:00,,11,28667,13304,8824234,1,vacuum,0.289485,False,punching_bag,0.243297,False,barbell,0.14363,False,doggo
735256018284875776,2016-05-24 23:47:49+00:00,Kellogg,8,3276,862,8824229,1,Staffordshire_bullterrier,0.523191,True,French_bulldog,0.351104,True,doormat,0.0280753,False,doggo
802265048156610565,2016-11-25 21:37:47+00:00,,11,6835,1387,8824234,1,Labrador_retriever,0.8971620000000001,True,beagle,0.016894799999999998,True,Rhodesian_ridgeback,0.0120606,True,doggo
831939777352105988,2017-02-15 18:54:34+00:00,Emanuel,12,23891,6095,8824236,1,Pomeranian,0.153862,True,marmot,0.0912339,False,grey_fox,0.0906441,False,doggo
832032802820481025,2017-02-16 01:04:13+00:00,Miguel,12,17791,4627,8824236,1,whippet,0.601712,True,Ibizan_hound,0.152662,True,Italian_greyhound,0.135055,True,doggo
832273440279240704,2017-02-16 17:00:25+00:00,Smiley,14,11320,2326,8824236,1,Pembroke,0.134081,True,ice_bear,0.0519278,False,pug,0.0443109,True,doggo
832998151111966721,2017-02-18 17:00:10+00:00,Rhino,13,13191,2187,8824236,1,boxer,0.539036,True,French_bulldog,0.317617,True,bull_mastiff,0.0939285,True,doggo
834574053763584002,2017-02-23 01:22:14+00:00,,13,13573,2506,8824236,1,toilet_tissue,0.262936,False,golden_retriever,0.226564,True,bathtub,0.07887899999999999,False,doggo
836753516572119041,2017-03-01 01:42:39+00:00,Meera,12,19198,4590,8824236,1,mortarboard,0.936882,False,academic_gown,0.0208154,False,schipperke,0.0115635,True,doggo
845397057150107648,2017-03-24 22:08:59+00:00,Mimosa,13,7499,1756,8824236,1,Dandie_Dinmont,0.394404,True,Maltese_dog,0.186537,True,West_Highland_white_terrier,0.181985,True,doggo
846514051647705089,2017-03-28 00:07:32+00:00,Barney,13,43749,11232,8824871,2,golden_retriever,0.650003,True,Leonberg,0.0651992,True,Norfolk_terrier,0.0529553,True,doggo
854010172552949760,2017-04-17 16:34:26+00:00,,11,15709,3017,8824236,1,English_springer,0.354733,True,collie,0.177538,True,Border_collie,0.131706,True,doggo
855851453814013952,2017-04-22 18:31:02+00:00,,13,44100,17176,8824236,1,flat-coated_retriever,0.321676,True,Labrador_retriever,0.115138,True,groenendael,0.0960997,True,doggo
858843525470990336,2017-05-01 00:40:27+00:00,,13,14887,3268,8824236,1,golden_retriever,0.57812,True,Labrador_retriever,0.286059,True,bloodhound,0.0269173,True,doggo
869596645499047938,2017-05-30 16:49:31+00:00,Scout,12,15003,2862,8824237,1,Chihuahua,0.955156,True,toy_terrier,0.00805373,True,muzzle,0.00629563,False,doggo
871515927908634625,2017-06-04 23:56:03+00:00,Napolean,12,18911,3173,8824237,2,komondor,0.974781,True,briard,0.0200413,True,swab,0.00322824,False,doggo
884162670584377345,2017-07-09 21:29:42+00:00,Yogi,12,18963,2695,8824237,1,German_shepherd,0.707046,True,malinois,0.199396,True,Norwegian_elkhound,0.0491476,True,doggo
801115127852503040,2016-11-22 17:28:25+00:00,Bones,12,8165,2120,8824234,1,dalmatian,0.823356,True,English_setter,0.0946019,True,bluetick,0.0219534,True,doggo
831322785565769729,2017-02-14 02:02:51+00:00,Pete,12,9253,1540,8824236,1,Old_English_sheepdog,0.999715,True,Tibetan_terrier,4.62967e-05,True,guinea_pig,4.118430000000001e-05,False,doggo
829449946868879360,2017-02-08 22:00:52+00:00,,11,10450,2008,8824236,1,Labrador_retriever,0.315163,True,golden_retriever,0.15321,True,Pekinese,0.13279100000000002,True,doggo
872967104147763200,2017-06-09 00:02:31+00:00,,12,25464,4924,8824237,2,Labrador_retriever,0.476913,True,Chesapeake_Bay_retriever,0.174145,True,German_short-haired_pointer,0.0928614,True,doggo
826958653328592898,2017-02-02 01:01:21+00:00,Loki,12,21556,4977,8824236,1,golden_retriever,0.6173890000000001,True,Labrador_retriever,0.33705300000000005,True,tennis_ball,0.00855442,False,doggo
813096984823349248,2016-12-25 19:00:02+00:00,Rocky,11,10662,3655,8824233,1,Great_Dane,0.128056,True,Boston_bull,0.117003,True,kelpie,0.08696430000000001,True,doggo
828381636999917570,2017-02-05 23:15:47+00:00,Doobert,14,12567,2208,8824236,1,Bedlington_terrier,0.392535,True,Labrador_retriever,0.0890217,True,clumber,0.0817998,True,doggo
813127251579564032,2016-12-25 21:00:18+00:00,,11,11937,3161,8824233,1,Norwegian_elkhound,0.432416,True,whippet,0.374223,True,Siberian_husky,0.032462599999999994,True,doggo
813202720496779264,2016-12-26 02:00:11+00:00,,11,9310,1828,8824233,1,cocker_spaniel,0.701852,True,golden_retriever,0.120345,True,Labrador_retriever,0.0363202,True,doggo
813910438903693312,2016-12-28 00:52:25+00:00,Chubbs,11,9363,1875,8824233,1,Siberian_husky,0.6993550000000001,True,Eskimo_dog,0.256433,True,Norwegian_elkhound,0.0131888,True,doggo
817777686764523521,2017-01-07 16:59:28+00:00,Dido,13,10809,2704,8824235,1,curly-coated_retriever,0.733256,True,flat-coated_retriever,0.214145,True,Irish_water_spaniel,0.029769,True,doggo
808106460588765185,2016-12-12 00:29:28+00:00,,12,8882,2229,8824234,1,golden_retriever,0.426183,True,Labrador_retriever,0.257447,True,Great_Pyrenees,0.12648199999999998,True,doggo
819004803107983360,2017-01-11 02:15:36+00:00,Bo,14,87304,37010,8824234,1,standard_poodle,0.351308,True,toy_poodle,0.271929,True,Tibetan_terrier,0.0947592,True,doggo
819924195358416896,2017-01-13 15:08:56+00:00,,11,12972,4892,8824235,1,bathtub,0.100896,False,shower_curtain,0.0918664,False,tub,0.049176300000000006,False,doggo
821107785811234820,2017-01-16 21:32:06+00:00,,11,9636,2136,8824236,1,Pomeranian,0.85659,True,papillon,0.0385365,True,Yorkshire_terrier,0.0331458,True,doggo
821407182352777218,2017-01-17 17:21:47+00:00,Sundance,14,11802,4344,8824236,1,Irish_setter,0.5054960000000001,True,vizsla,0.168747,True,Chesapeake_Bay_retriever,0.111311,True,doggo
821765923262631936,2017-01-18 17:07:18+00:00,Duchess,13,8439,1662,8824236,1,golden_retriever,0.980071,True,Labrador_retriever,0.00875751,True,Saluki,0.00180595,True,doggo
826204788643753985,2017-01-30 23:05:46+00:00,,13,4882,922,8824236,2,Labrador_retriever,0.782058,True,golden_retriever,0.156581,True,soft-coated_wheaten_terrier,0.00727512,True,doggo
826476773533745153,2017-01-31 17:06:32+00:00,Pilot,12,18402,4182,8824236,1,German_shepherd,0.7418600000000001,True,Tibetan_mastiff,0.122812,True,kelpie,0.10046,True,doggo
826848821049180160,2017-02-01 17:44:55+00:00,Cupid,13,36317,10118,8824871,4,Great_Pyrenees,0.858764,True,golden_retriever,0.0235257,True,Pekinese,0.017103900000000002,True,doggo
819006400881917954,2017-01-11 02:21:57+00:00,Sunny,14,45517,19031,8824234,4,prison,0.907083,False,palace,0.0200891,False,umbrella,0.00784954,False,doggo
737445876994609152,2016-05-31 00:49:32+00:00,,13,10095,4384,8824229,1,Samoyed,0.400568,True,Pomeranian,0.331268,True,Maltese_dog,0.0454261,True,floofer
733822306246479872,2016-05-21 00:50:46+00:00,Moose,10,3606,1006,8824229,1,Lhasa,0.457356,True,Shih-Tzu,0.371282,True,Tibetan_terrier,0.048359,True,floofer
749317047558017024,2016-07-02 19:01:20+00:00,Blu,12,5454,2215,8824230,1,wire-haired_fox_terrier,0.155144,True,Lakeland_terrier,0.108382,True,buckeye,0.0746167,False,floofer
685307451701334016,2016-01-08 03:50:03+00:00,Petrick,11,2041,433,8824220,1,Pomeranian,0.963176,True,Shetland_sheepdog,0.0194683,True,keeshond,0.00860493,True,floofer
800388270626521089,2016-11-20 17:20:08+00:00,Doc,12,11268,2840,8824234,2,golden_retriever,0.35986,True,Pembroke,0.194207,True,collie,0.154603,True,floofer
883360690899218434,2017-07-07 16:22:55+00:00,Grizzwald,13,21075,3330,8824237,1,chow,0.987997,True,Tibetan_mastiff,0.00709872,True,Newfoundland,0.00214033,True,floofer
776218204058357768,2016-09-15 00:36:55+00:00,,13,29938,15892,8824231,1,Samoyed,0.940326,True,Pomeranian,0.055527199999999985,True,keeshond,0.00222635,True,floofer
685667379192414208,2016-01-09 03:40:16+00:00,Marty,9,2328,553,8824220,1,sliding_door,0.344526,False,doormat,0.190027,False,washbasin,0.0463264,False,pupper
